GEOID,NAME,variable,estimate,moe
040131067031,Block Group 1; Census Tract 1067.03; Maricopa County; Arizona,white_nh,674,156
040131067031,Block Group 1; Census Tract 1067.03; Maricopa County; Arizona,hispanic,491,131
040131067031,Block Group 1; Census Tract 1067.03; Maricopa County; Arizona,total_occ,531,83
040131067031,Block Group 1; Census Tract 1067.03; Maricopa County; Arizona,renter,83,38
040134201112,Block Group 2; Census Tract 4201.11; Maricopa County; Arizona,pop_total,1033,286
040134201112,Block Group 2; Census Tract 4201.11; Maricopa County; Arizona,total_pop_r,1033,286
040134201112,Block Group 2; Census Tract 4201.11; Maricopa County; Arizona,white_nh,887,244
040134201112,Block Group 2; Census Tract 4201.11; Maricopa County; Arizona,hispanic,146,132
040134201112,Block Group 2; Census Tract 4201.11; Maricopa County; Arizona,total_occ,339,92
040134201112,Block Group 2; Census Tract 4201.11; Maricopa County; Arizona,renter,12,18
040134202082,Block Group 2; Census Tract 4202.08; Maricopa County; Arizona,pop_total,2662,688
040134202082,Block Group 2; Census Tract 4202.08; Maricopa County; Arizona,total_pop_r,2662,688
040134202082,Block Group 2; Census Tract 4202.08; Maricopa County; Arizona,white_nh,2025,611
040134202082,Block Group 2; Census Tract 4202.08; Maricopa County; Arizona,hispanic,534,287
040134202082,Block Group 2; Census Tract 4202.08; Maricopa County; Arizona,total_occ,919,213
040134202082,Block Group 2; Census Tract 4202.08; Maricopa County; Arizona,renter,330,117
040134202102,Block Group 2; Census Tract 4202.10; Maricopa County; Arizona,pop_total,1197,391
040134202102,Block Group 2; Census Tract 4202.10; Maricopa County; Arizona,total_pop_r,1197,391
040134202102,Block Group 2; Census Tract 4202.10; Maricopa County; Arizona,white_nh,1061,325
040134202102,Block Group 2; Census Tract 4202.10; Maricopa County; Arizona,hispanic,108,148
040134202102,Block Group 2; Census Tract 4202.10; Maricopa County; Arizona,total_occ,534,116
040134202102,Block Group 2; Census Tract 4202.10; Maricopa County; Arizona,renter,14,21
